"","id.sample_local_c","oc_usda.c729_w.pct","c.tot_usda.a622_w.pct","n.tot_usda.a623_w.pct","s.tot_usda.a624_w.pct","ph.h2o_usda.a268_index","bd_usda.a4_g.cm3","clay.tot_usda.a334_w.pct","silt.tot_usda.c62_w.pct","sand.tot_usda.c60_w.pct","caco3_usda.a54_w.pct","efferv_usda.a479_class","cec_usda.a723_cmolc.kg","ca.ext_usda.a722_cmolc.kg","mg.ext_usda.a724_cmolc.kg","k.ext_usda.a725_cmolc.kg","na.ext_usda.a726_cmolc.kg","wr.33kPa_usda.a415_w.pct","wr.1500kPa_usda.a417_w.pct","al.dith_usda.a65_w.pct","p.ext_usda.a652_mg.kg","p.ext_usda.a1070_mg.kg","k.ext_usda.a1065_mg.kg","ec_usda.a364_ds.m"
"1669","229636",1.13,1.13467,0.14145,0,5.22,1.46158,45.18965,41,13.8,NA,"none",15.96693,4.61106,2.29395,0.46342,0,NA,13.49121,0.21279,0.5057,NA,NA,NA
"1670","229641",3.67,3.67041,0.27982,0.01435,5.64,0.92741,10.25777,47.8,41.9,NA,"none",14.58493,8.03826,2.56292,0.48929,0,NA,12.16271,0.08941,8.05303,NA,NA,NA
"1671","229642",0.69,0.68735,0.03355,0,5.68,1.3659,7.85253,52.9,39.2,NA,"none",7.20065,2.65733,0.84658,0.11758,0,NA,5.49593,0.12984,4.85833,NA,NA,NA
"1672","229829",0.04,0.0361,0,0,6.62,NA,1.37417,2.4,96.2,NA,"none",0.9991,0.28286,0.44786,0.04714,0,2.14231,1.39633,NA,NA,NA,NA,0.01698
"1673","229901",1.2336,1.25989,0.14069,0.0168,8.06,1.27793,39.8995,55.2,4.9,0.22497,"slight",34.35626,31.4346,12.1287,0.47515,0,NA,19.88636,NA,4.79333,6.6092,95.61803,0.26374
"1674","229905",5.4396,6.02942,0.49786,0.09745,7.87,1.05901,39.1392,53.4,7.5,4.92351,"strong",41.87148,73.91928,14.51176,0.78101,0,NA,26.78338,NA,48.01644,60.27592,135.81157,0.598
"1675","229939",0.23,3.73635,0.06296,0.00206,8.21,1.29024,39.33066,54.9,5.8,29.25274,"violent",19.32228,56.46761,11.17235,0.43623,0,NA,19.04585,NA,1.02346,8.75256,89.40414,0.19716
"1676","230727",0.2652,0.26789,0.0395,0.01063,7.15,NA,5.22263,38.1,56.7,0.04232,"none",7.92442,8.63994,1.24773,0.02354,0,NA,4.61179,0.1375,NA,NA,NA,0.036
"1677","230762",0.112,0.84779,0.04969,0.01242,8.15,NA,27.2669,68.1,4.6,6.14981,"strong",21.29201,42.74213,14.32916,0.71155,0,NA,13.565,NA,6.00317,NA,NA,0.20521
"1678","231112",0.47,0.46795,0.10107,0.00303,5.78,NA,15.06322,14.5,70.4,NA,"very slight",6.23029,1.96999,0.54175,0.12312,0,NA,6.6889,NA,NA,NA,NA,NA
"1679","231117",6.11,6.10953,0.41577,0.1065,4.63,NA,14.76185,58.7,26.5,NA,"none",22.76022,1.90506,2.07825,0.17319,0.51956,NA,20.03481,0.10166,3.92089,NA,NA,NA
"1680","231118",3.09,3.08509,0.23724,0.03462,4.56,NA,16.7601,57.4,25.8,NA,"none",14.9758,1.06824,1.61479,0.12421,0.37264,NA,13.97932,0.07392,2.00071,NA,NA,NA
"1681","231124",3.83,3.82783,0.30924,0.02187,4.35,1.11284,13.62877,42.6,43.8,NA,"none",11.32339,0.54663,0.19878,0.19878,0,NA,11.16505,0.29562,10.76728,NA,NA,NA
"1682","231130",4.1,4.09791,0.27495,0.02729,5.15,NA,4.52697,19.9,75.6,NA,"none",10.31247,2.09316,2.31221,0.31641,0.46244,NA,9.44966,0.03167,10.27828,NA,NA,NA
"1683","231131",0.22,0.22281,0.04215,0,6,1.57252,2.62628,12,85.4,NA,"none",2.60975,0,0.48231,0.04825,0.18084,NA,1.64446,0.0069,13.54455,NA,NA,NA
"1684","231864",1.31,1.30711,0.15318,0.01021,5.69,NA,28.19463,56.3,15.5,NA,"none",20.40875,11.81271,5.89403,0.66585,0,NA,12.67903,NA,NA,NA,NA,0.12705
"1685","231961",0.43,0.42735,0.05087,0,6.68,NA,20.50312,27.7,51.8,NA,"none",15.59238,10.06242,5.09068,0.38061,0,NA,8.47703,NA,NA,NA,NA,0.06301
"1686","232143",0.6104,0.61872,0.08839,0.01144,7.46,NA,37.1561,52.5,10.3,0.08442,"very slight",27.9854,20.55611,6.62391,1.49099,0,NA,17.57544,NA,21.76791,NA,NA,0.10802
"1687","232177",2.276,2.33,0.27086,0.03181,7.35,NA,25.50005,61.7,12.8,0.44909,"very slight",22.46444,21.69629,6.12455,3.42182,0,NA,14.21525,NA,328.69532,NA,NA,0.61337
"1688","232212",1.2164,2.38674,0.13758,0.01427,8.22,1.46761,30.96864,60.7,8.3,9.78277,"violent",16.55435,58.53952,1.47579,0.54112,0,NA,13.5514,NA,NA,NA,NA,0.21713
"1689","232320",0.0556,0.0663,0.0153,0,7.79,1.72014,18.07555,19.6,62.3,0.1211,"very slight",13.45953,8.56931,7.09184,0.32012,0,NA,9.14951,NA,NA,NA,NA,0.09151
"1690","232351",0.0176,0.04819,0.05126,0.00718,7.96,1.27068,23.30953,69.5,7.2,0.26667,"slight",20.06039,12.31704,9.12801,0.20798,0.09244,NA,14.95617,0.03358,NA,NA,NA,0.07497
"1691","232903",7.28,7.28297,0.56802,0.04401,5.44,1.15971,14.64132,22.8,62.6,NA,"none",24.40524,19.449,2.98655,0.46134,0,NA,15.68562,0.14023,19.88479,NA,NA,NA
"1692","232907",4.75,4.74729,0.43837,0.0297,5.79,0.92511,24.94466,32.8,42.3,NA,"none",28.16914,19.9072,4.3888,0.72743,0,NA,13.32533,0.15952,2.99194,NA,NA,NA
"1693","232911",4.01,4.03632,0.19613,0.00711,5.85,1.25343,11.21217,31.4,57.4,0.24729,"slight",16.72806,11.50455,2.00718,0.36717,0,NA,8.00484,0.08817,59.41343,NA,NA,NA
"1694","232920",5.304,5.34157,0.46018,0.04796,6.19,NA,18.14989,31.9,50,0.3031,"very slight",21.59758,17.15628,4.51607,0.52568,0,NA,11.97564,0.05861,13.62039,NA,NA,NA
"1695","232925",6.64,6.6404,0.1806,0.0102,4.39,NA,12.31387,45.4,42.3,NA,"very slight",21.67444,1.19323,0.46268,0.31657,0,NA,11.70079,0.20814,24.16067,NA,NA,NA
"1696","233513",1.42,1.41959,0.15269,0.03095,5.37,1.35873,37.05192,59,3.9,NA,"none",22.45851,12.92703,4.90418,0.42852,0,NA,13.96816,NA,12.40078,21.59832,89.585,0.09009
"1697","233848",0.6592,0.76453,0.08155,0.01223,8.39,NA,13.09915,58.3,28.6,0.84428,"very slight",13.15194,14.85954,8.64816,0.14334,0.31057,NA,8.43344,NA,NA,NA,NA,0.18096
"1698","233893",39.9608,39.97863,2.84776,0.39078,6.28,NA,20.41748,65.6,14,0.15678,"very slight",190.11375,181.5162,18.21885,0.06723,0,127.90094,72.55325,NA,34.76866,NA,NA,1.296
"1699","234065",0.4196,2.51328,0.03751,0.12065,8.86,NA,23.05343,33.3,43.6,17.42155,"strong",10.66732,44.47476,14.77763,0.4256,3.07375,NA,10.38536,0,NA,NA,NA,0.81784
"1700","234250",2.56,2.55925,0.20556,0.00822,7.08,1.04329,24.17783,38.4,37.4,NA,"very slight",24.38215,25.36929,2.2997,1.83976,0,NA,11.33759,0.05422,51.78103,NA,NA,NA
"1701","234276",7,6.995,0.61323,0.05717,5.95,0.9012,34.11138,52.3,13.6,NA,"none",40.03748,25.74215,2.8267,0.71354,0,NA,19.89939,0.12585,21.65887,NA,NA,NA
"1702","234279",3.57,3.57295,0.34808,0.02048,6.15,1.0731,17.82835,40.8,41.4,NA,"none",24.15627,16.58862,3.8682,2.97554,0,NA,12.4083,0.0501,81.43424,NA,NA,NA
"1703","234281",0.56,0.55782,0.08264,0,6.88,1.28613,25.06943,36.2,38.7,NA,"very slight",25.68229,19.48131,4.66072,2.34269,0,NA,13.99644,0.04299,43.31664,NA,NA,NA
"1704","234282",0.3952,0.39723,0.05227,0,6.85,1.22811,33.28509,35.8,30.9,0.03733,"slight",26.79148,25.33998,5.8913,2.14453,0,NA,17.34778,0.05617,NA,NA,NA,NA
"1705","234286",3.16,3.15874,0.30767,0.01538,6.84,1.11428,20.42737,45.4,34.2,NA,"none",24.82286,16.43502,3.50993,2.79846,0,NA,12.53664,0.06886,64.73271,NA,NA,NA
"1706","234292",3.5,3.49943,0.29587,0.04795,6.28,1.12638,18.01636,33.7,48.3,NA,"none",21.37772,12.73249,2.38127,3.03733,0,NA,12.36986,0.06164,73.20984,NA,NA,NA
"1707","234295",6.75,6.75165,0.58487,0.05336,6.11,NA,19.37204,35.9,44.7,NA,"none",30.15081,24.58434,5.46866,4.85282,0,NA,16.2253,0.07155,161.64958,NA,NA,NA
"1708","234298",3.74,3.73701,0.31566,0.02749,6.5,NA,15.23465,25.9,58.9,NA,"very slight",20.61268,16.7049,2.66414,1.34407,0,NA,8.69239,0.0926,91.76331,NA,NA,NA
"1709","234302",2.53,2.53055,0.22358,0.01728,7.38,0.99426,16.94478,32.3,50.8,NA,"none",20.90058,16.21547,3.90976,2.75688,0,NA,9.48436,0.03945,76.58695,NA,NA,NA
"1710","234305",3.59,3.59158,0.31994,0.02683,7.26,1.11562,41.9711,39.8,18.2,NA,"very slight",30.45329,27.09834,4.23144,1.27176,0,NA,16.23966,0.11703,47.42336,NA,NA,NA
"1711","234308",4.968,5.04212,0.44429,0.03926,7.25,0.98649,23.86294,47.7,28.4,0.59569,"very slight",34.08541,41.08893,1.89978,1.09603,0,NA,14.81481,0.03859,72.04437,NA,NA,NA
"1712","234310",3.6156,5.73366,0.34749,0.03271,7.97,1.18243,24.6769,40.2,35.1,17.6248,"strong",21.11692,36.74703,7.1466,1.13476,0,NA,11.20972,0.08834,45.38894,NA,NA,NA
"1713","234476",4.43,4.43313,0.3544,0.01957,6.71,NA,7.8836,24,68.1,NA,"none",21.47966,17.82624,2.2933,0.04728,0,NA,10.72074,0.24549,11.72415,NA,NA,NA
"1714","234666",0.9828,0.99467,0.12305,0.0041,6.54,1.29738,27.62572,62,10.4,0.06221,"slight",16.23916,7.95282,7.80324,0.44875,0,NA,8.77386,NA,10.17641,NA,NA,0.07306
"1715","234669",0.1748,0.44234,0.02011,0.00101,9.12,NA,8.24505,12.1,79.7,2.20928,"strong",3.03752,21.42491,5.25192,0.09817,0,NA,1.56698,NA,NA,NA,NA,0.27883
"1716","235163",0.0712,1.74902,0.05775,0.02269,8.46,NA,19.94565,39.7,40.4,13.98992,"strong",14.94827,42.63443,12.33826,0.57445,6.96837,NA,15.04709,0.00865,NA,NA,NA,1.32647
"1717","236196",6.8076,6.81353,0.55567,2.55128,5.02,0.55545,37.73579,61.4,0.9,0.02426,"very slight",20.81857,6.82298,14.66432,2.26584,34.44588,NA,18.76986,NA,NA,NA,NA,16.28
"1718","236273",2.86,2.85896,0.34794,0.01886,4.68,1.16552,24.71026,65.9,9.4,NA,"none",22.08607,3.39792,6.52301,0.49605,0.22322,NA,11.49368,0.34499,12.84323,NA,NA,NA
"1719","236299",9.84,9.84456,0.71612,0.07415,4.54,0.78701,35.86367,61.4,2.7,NA,"very slight",27.76349,2.88062,1.11297,0.26187,0,NA,21.7765,0.3772,2.30248,NA,NA,NA
"1720","236478",0.0392,0.07937,0.02713,0,7.69,1.52698,1.85689,11.4,86.7,0.33809,"none",1.28516,1.68688,0.19558,0.09779,0,NA,1.18333,NA,NA,NA,NA,0.131
"1721","236803",0.7,0.70344,0.07226,0,5.14,1.00083,28.82311,52.5,18.7,NA,"none",29.77138,9.95277,4.17865,0.22793,0,NA,20.46856,0.46257,NA,NA,NA,NA
"1722","236810",0.27,0.26614,0.04119,0.00739,6.01,NA,27.35448,29.9,42.7,NA,"none",21.85188,13.05367,3.87941,0.23591,0,NA,15.46558,0.1722,NA,NA,NA,NA
"1723","236981",1.65,1.65234,0.0645,0.00205,5.7,1.26787,12.75162,31.1,56.1,NA,"none",12.64102,5.36967,1.51787,0.50203,0,NA,6.38122,0.12529,64.00226,NA,NA,0.04604
"1724","237127",1.41,1.41458,0.42173,0.01829,5.9,1.52622,15.20581,82.2,2.6,NA,"none",9.06072,5.75057,1.61886,0.33827,0,NA,7.20409,0.04761,26.48193,NA,NA,NA
"1725","237128",0.78,0.78316,0.12103,0.00915,5.42,1.53806,16.74464,80.9,2.4,NA,"none",8.53232,4.77952,1.32356,0.31863,0,NA,6.95464,0.0343,16.51816,NA,NA,NA
"1726","237129",0.71,0.71066,0.13115,0.01017,5.35,1.4364,16.93967,81.3,1.8,NA,"none",8.89092,5.19098,1.38914,0.31682,0,NA,6.86096,0.05888,16.09787,NA,NA,NA
"1727","237290",1.0916,1.09819,0.12019,0.01746,7.33,1.42172,16.55336,39.3,44.1,0.06667,"none",14.38178,11.25885,2.79396,2.0773,0,NA,8.04027,NA,56.44623,NA,NA,0.20312
"1728","237443",38.0332,38.16536,2.56583,1.85021,7.44,NA,36.6093,51.1,12.3,1.1439,"none",158.34892,186.09976,16.03469,0.02491,0,NA,75.75501,NA,40.3029,NA,NA,0.84951
"1729","237506",53.88,53.87952,3.01974,0.53417,5.47,NA,20.50521,77.1,2.4,NA,"none",111.62503,86.08618,16.77036,0.15286,0,NA,96.13948,NA,0.7429,NA,NA,4.6622
"1730","237523",47.5,47.49658,2.55809,0.58832,6.56,NA,9.90327,81.9,8.2,NA,"none",156.71741,154.68365,22.39922,0.17995,0,NA,70.22073,NA,4.45292,NA,NA,4.29814
"1731","237910",3.5916,5.57967,0.22244,0.01655,7.77,NA,21.21617,46.7,32.1,16.57246,"violent",25.68419,65.0032,3.01145,0.61208,0,NA,11.59953,NA,NA,NA,NA,0.30799
"1732","238015",0.1776,0.20803,0.09513,0.01882,7.76,1.26907,74.99188,24,1,0.27216,"slight",18.89836,22.86264,3.57229,0.48481,0,NA,26.7582,NA,NA,NA,NA,NA
"1733","238071",0.26,0.26121,0.05023,0,6.43,NA,4.8098,42.5,52.7,NA,"none",1.90258,2.16117,0.14408,0.02401,0,NA,2.45329,NA,10.29765,NA,NA,NA
"1734","238105",3.4508,3.47316,0.37212,0.03204,6.01,1.25013,40.42661,54.8,4.8,0.15576,"none",26.42244,19.17372,2.74617,0.64325,0,NA,18.05556,0.17844,1.34486,NA,NA,0.15612
"1735","238108",6.7632,7.08077,0.65328,0.07376,7.38,0.97532,55.85316,42.1,2,2.63598,"slight",48.07851,78.6276,3.75504,1.67455,0,NA,26.84989,0.14307,10.74953,NA,NA,0.58093
"1736","238113",4.9148,4.97265,0.4701,0.03761,7.34,1.14858,49.4639,47.1,3.4,0.46369,"none",40.67306,47.52919,2.33708,1.01612,0,NA,22.14479,0.17336,7.33654,NA,NA,0.41149
"1737","238115",1.1732,1.27851,0.1871,0.04677,7.45,NA,46.31766,48.3,5.4,0.89408,"none",25.31903,36.96183,0.41217,0.42472,0,NA,19.92304,0.21293,26.47384,NA,NA,0.09988
"1738","238116",5.6492,5.75106,0.50745,0.0518,7.34,1.07141,46.73044,50.8,2.5,0.84145,"none",51.72291,58.37787,3.88356,0.89621,0,NA,24.40344,0.16988,9.9955,NA,NA,0.41401
"1739","238117",2.2408,2.28888,0.23099,0.02415,7.56,1.25036,47.30857,49.6,3.1,0.41346,"none",39.04968,42.13243,3.29667,0.79919,0,NA,21.07161,0.19666,2.28112,NA,NA,0.27195
"1740","238120",6.1552,6.25151,0.51225,0.04077,6.97,1.13791,40.67941,52.3,7,0.78797,"none",44.76537,46.64424,3.29959,0.97488,0,NA,22.63124,0.14431,33.938,NA,NA,0.34668
"1741","238124",2.5872,2.61052,0.24666,0.01747,6.16,1.37983,33.91487,55.7,10.4,0.1894,"none",22.34343,17.21405,2.94021,0.55286,0,NA,15.45765,0.18311,2.70519,NA,NA,0.11707
"1742","238129",3.0492,3.09327,0.30002,0.01448,6.14,1.45961,40.80752,50,9.2,0.33945,"none",30.46593,26.33063,3.13521,0.76468,0,NA,18.01138,0.18096,5.8141,NA,NA,0.11516
"1743","238132",3.1916,3.28736,0.34114,0.02171,6.5,1.10376,37.18088,60.6,2.2,0.81717,"none",28.3014,23.13274,4.26649,1.13444,0,NA,16.67046,0.12955,4.08499,NA,NA,0.19162
"1744","238136",5.0092,5.04696,0.44746,0.01977,7.06,1.20704,41.49424,52.7,5.8,0.33733,"none",38.41982,43.65775,3.33811,0.97759,0,NA,19.89796,0.1329,33.37237,NA,NA,0.35272
"1745","238140",4.6712,4.69942,0.39334,0.01863,7.03,1.14897,36.25174,56.5,7.2,0.24101,"none",36.07132,40.95405,3.05216,1.02573,0,NA,18.16863,0.1361,35.37704,NA,NA,0.40722
"1746","238144",5.352,5.73043,0.44802,0.03126,7.32,1.16907,41.95445,55.2,2.8,3.15172,"slight",40.96336,76.26796,2.88875,1.11106,0,NA,22.74368,0.10607,48.3008,NA,NA,0.5748
"1747","238148",2.0928,2.12882,0.20769,0,6.35,1.29859,40.0355,49.9,10.1,0.30607,"none",28.66081,21.08592,5.48778,0.49439,0,NA,17.34431,0.21008,0.67553,NA,NA,0.13395
"1748","238153",2.9812,3.01473,0.28712,0.01333,6.41,1.22258,22.06072,62.6,15.3,0.23935,"none",23.52946,18.41021,4.56631,0.45905,0,NA,13.95046,0.07988,4.38353,NA,NA,0.21656
"1749","238154",1.7276,1.75984,0.18525,0,5.41,1.33729,29.47708,53.1,17.4,0.26564,"none",24.32514,13.52206,5.51497,0.41535,0.11538,NA,15.13332,0.12507,1.41909,NA,NA,0.08001
"1750","238158",2.3956,2.40681,0.19543,0.00617,5.84,1.21762,29.05409,54.2,16.7,0.12119,"none",22.99476,14.56743,4.40184,0.48639,0.14592,NA,15.60108,0.16139,1.10995,NA,NA,0.14697
"1751","238162",2.8908,2.90568,0.23699,0.00927,5.78,1.3057,27.20025,69.3,3.5,0.16013,"none",25.80903,15.1988,4.52374,0.59838,0,NA,16.56289,0.16288,1.91805,NA,NA,0.1311
"1752","238163",2.7672,2.78632,0.25992,0.01456,5.73,1.32231,42.45113,54.7,2.8,0.19121,"none",30.27662,18.24613,6.06567,0.66305,0.22102,NA,19.60356,0.20284,0.76018,NA,NA,0.08387
"1753","238167",5.4896,5.57293,0.51042,0.04063,7.28,1.11881,48.91721,47,4.1,0.6724,"none",42.59227,47.76132,2.75976,0.96965,0,NA,23.32465,0.16772,16.83338,NA,NA,0.46649
"1754","238171",0.484,2.46694,0.11402,0,8.01,1.45424,53.87251,40.3,5.8,16.55474,"violent",24.80749,60.52213,0.91775,0.47128,0,NA,21.04799,0.12311,0.39467,NA,NA,0.2296
"1755","238172",2.1808,2.19901,0.19524,0.01028,5.8,1.31191,28.04807,58.2,13.8,0.15922,"none",23.07825,15.65772,3.91443,0.40331,0,NA,14.4465,0.09983,1.74008,NA,NA,0.1395
"1756","238177",4.4732,4.51855,0.32937,0.02059,7.02,1.24853,32.2792,64,3.7,0.3882,"none",29.84973,29.21882,2.8292,0.7073,0,NA,16.92772,0.07666,11.74882,NA,NA,0.39216
"1757","238178",2.2444,2.2587,0.20534,0.01027,6.96,1.43581,35.11506,60.5,4.4,0.13422,"none",24.15479,21.4032,2.29407,0.61013,0,NA,14.45714,0.09333,3.85777,NA,NA,0.1691
"1758","239353",0.14,0.14323,0.05115,0,5.52,1.74804,31.72053,24.6,43.7,NA,"very slight",13.03934,9.14663,4.9196,0.40599,0,NA,10.81333,NA,16.62821,NA,NA,NA
"1759","239378",4.97,4.96862,0.32581,0.03156,4.78,NA,8.11473,17.3,74.6,NA,"none",12.50531,7.72555,1.54037,0.21328,0,NA,9.5442,0.13661,36.31628,NA,NA,NA
"1760","239392",3.95,3.94679,0.43056,0.0246,5.15,NA,27.89266,45.6,26.5,NA,"none",16.82504,9.40891,1.06699,0.55774,0,NA,16.96658,0.19953,6.91497,NA,NA,NA
"1761","239393",2.38,2.3829,0.28636,0,5.31,1.31375,27.01727,45.9,27.1,NA,"none",13.77093,7.60268,0.75058,0.31476,0,NA,14.69592,0.22136,2.39696,NA,NA,NA
"1762","239399",3.46,3.45978,0.40823,0.0347,4.92,1.07264,24.94899,50,25.1,NA,"very slight",16.29489,8.92459,1.27839,0.43417,0,NA,14.65077,0.13332,5.40909,NA,NA,NA
"1763","239408",1.35,1.34635,0.10123,0.00506,3.88,NA,17.24433,43.7,39.1,NA,"very slight",8.77453,0,0,0.11803,0,NA,8.07904,0.08293,0.76934,NA,NA,NA
"1764","239481",1.39,1.3892,0.09618,0,6.28,1.06676,25.07036,41.3,33.6,NA,"none",49.73376,28.75322,10.81205,0.15784,0,NA,23.28172,0.33606,NA,NA,NA,NA
"1765","239647",13.32,13.31983,0.53361,0.03899,4.58,NA,6.73456,20.8,72.5,NA,"none",24.60127,7.66452,0.78675,0.4822,0,27.03102,18.47446,0.11033,NA,NA,NA,NA
"1766","239734",0.2216,2.988,0.05249,0.00515,8.1,NA,33.8443,39.4,26.8,23.07277,"strong",17.6143,52.93653,12.89799,0.49799,0,NA,14.19168,NA,0.79286,9.7459,82.0588,0.26705
"1767","239745",4.4732,5.81275,0.44955,1.02664,7.61,1.15383,42.35704,48.6,9,11.1417,"violent",37.05994,143.69013,9.78823,0.69916,0,NA,20.61571,NA,55.16535,72.9516,144.81375,2.63736
"1768","239748",0.1028,3.46917,0.06158,2.78047,7.75,NA,30.18118,40.7,29.1,28.05772,"strong",11.76731,247.79781,15.45645,0.29676,0.37095,NA,14.30066,NA,0.49365,10.40114,72.23409,2.80937
"1769","239755",4.4048,5.77685,0.46047,2.97843,7.57,NA,43.03635,44,13,11.46176,"violent",32.84995,265.04679,6.38462,0.84966,0,NA,21.47691,NA,66.85818,76.84608,176.45283,2.59948
"1770","239758",2.4,4.92146,0.20854,1.22411,7.65,NA,47.15516,38,14.8,20.99773,"violent",28.34408,169.14547,20.60753,0.48148,0,NA,20.7653,NA,6.71487,18.76702,105.83471,3.23006
"1771","239799",7.0684,8.31553,0.64209,0.43999,7.55,NA,40.73563,48.7,10.6,10.42875,"violent",40.57909,103.23845,9.25569,1.10068,0,NA,30.42763,NA,25.90414,49.29589,388.70868,2.80432
"1772","240034",3.91,3.90873,0.31803,0.03591,6.28,1.12816,29.15323,63.3,7.5,NA,"none",23.72183,16.23312,4.03383,1.07569,0,NA,15.39749,0.0592,2.80534,NA,NA,0.14803
"1773","240038",3.33,3.33449,0.30971,0.02581,6.12,1.19694,36.55455,57.4,6,NA,"very slight",27.32099,17.84948,4.74541,0.96353,0,NA,17.74146,0.06607,1.82946,NA,NA,0.09804
"1774","240042",3.92,3.91792,0.33935,0.02468,5.93,NA,31.23041,58.7,10.1,NA,"very slight",23.92399,16.05456,3.10653,0.89468,0,NA,15.97133,0.0749,2.23236,NA,NA,0.134
"1775","240045",3.6404,4.9736,0.34194,0.03523,7.89,NA,52.19353,42,5.8,11.08227,"violent",29.6646,68.27456,1.15252,1.32791,0,NA,19.02611,0.02048,NA,NA,NA,0.29482
"1776","240046",2.8524,5.28067,0.29969,0.031,7.95,NA,48.17307,39.7,12.1,20.23257,"violent",26.10307,67.42831,0.93343,0.90887,0,NA,17.72989,0.00202,NA,NA,NA,0.29312
"1777","240049",3.0632,5.05822,0.31806,0.04104,7.81,1.22951,31.01874,60.2,8.8,16.63555,"violent",21.65776,64.87315,1.19728,0.83077,0,NA,14.01304,0,NA,NA,NA,0.31913
"1778","240050",2.3516,5.02745,0.25598,0.04096,7.91,1.40829,28.6748,59.4,11.9,22.32,"violent",19.39987,63.17423,0.99621,0.48596,0,NA,12.80546,0,NA,NA,NA,0.29482
"1779","240051",4.4536,7.59961,0.4027,0.0444,7.82,1.18552,33.51413,53,13.5,26.22198,"violent",29.66298,63.7998,2.40388,1.77202,0,NA,16.50967,0,NA,NA,NA,0.44491
"1780","240052",2.1352,5.76839,0.21593,0.02571,7.88,1.27584,34.42627,50.8,14.8,30.2896,"violent",22.27128,65.94178,1.86651,1.25253,0,NA,13.71874,0,NA,NA,NA,0.28606
"1781","240056",2.6772,2.70419,0.289,0.02271,7.06,1.24557,37.05338,55.6,7.3,0.19374,"none",29.38111,26.71298,3.61713,1.12424,0,NA,18.9825,0.00678,10.88141,NA,NA,0.25385
"1782","240061",5.162,7.34193,0.47635,0.05695,7.74,NA,42.56281,50.6,6.8,18.15212,"violent",28.61874,62.36795,2.37362,1.11415,0,NA,20.05131,0,NA,NA,NA,0.43791
"1783","240077",4.46,4.46437,0.39179,0.02784,6.48,1.11233,32.47078,56.3,11.2,NA,"none",17.02872,18.52122,4.78866,1.62156,0,NA,16.36905,0.05794,2.09383,NA,NA,0.21196
"1784","240078",3.22,3.21691,0.29901,0.02784,6.06,1.21729,37.8827,49.8,12.3,NA,"none",26.62655,16.57936,4.87325,1.23765,0,NA,17.80566,0.09558,0.81519,NA,NA,0.11002
"1785","240080",4.552,4.90019,0.43789,0.05213,7.64,1.21109,41.54181,55.4,3.1,2.8958,"strong",36.57961,67.3151,5.32003,0.88667,0,NA,23.07355,0.04981,5.73197,NA,NA,0.41492
"1786","240285",11.56,11.56401,0.6857,2.40047,6.06,0.30043,31.19494,62.7,6.1,NA,"none",31.40952,13.27619,36.73279,3.92928,120.14062,NA,39.4958,NA,122.94593,NA,NA,81.93445
"1787","240704",0.91,0.90666,0.11042,0.00405,6.64,1.32155,13.60524,24.7,61.7,NA,"none",10.01535,7.2571,1.75498,1.66012,0,NA,5.98456,0.04393,NA,NA,NA,0.25015
"1788","240705",0.67,0.66919,0.10899,0.00102,6.37,1.45744,19.29174,24.4,56.3,NA,"none",12.80014,9.24479,2.11513,1.11698,0,NA,8.4449,0.04963,NA,NA,NA,0.10304
"1789","240708",1.07,1.07269,0.14262,0.00611,6.68,1.44645,18.5021,31.9,49.6,NA,"none",13.27092,9.57105,2.65336,2.10847,0,NA,8.25764,0.05005,NA,NA,NA,0.33147
"1790","240709",0.7116,0.72465,0.10099,0.01041,7.01,1.2611,35.86435,33.1,31,0.06956,"slight",27.15053,19.13204,6.78127,1.76114,0,NA,16.87243,0.07007,NA,NA,NA,0.15816
"1791","240712",0.8392,0.85131,0.11263,0.00507,7.39,1.44173,14.56101,16.1,69.3,0.09293,"very slight",12.07744,12.04589,1.37667,1.40126,0,NA,7.23164,0.033,NA,NA,NA,0.29323
"1792","240716",1.2228,1.22645,0.15917,0.01122,6.53,1.34797,20.22335,38.4,41.4,0.0598,"none",14.77504,10.31979,2.17991,2.13353,0,NA,8.96739,0.04786,NA,NA,NA,0.20529
"1793","240720",0.6656,0.9207,0.10298,0.00816,7.91,1.48666,17.37771,21.6,61,2.11771,"strong",14.15952,49.04713,1.90163,1.08664,0,NA,8.10296,0.03663,NA,NA,NA,0.25205
"1794","240724",1.03,1.03344,0.11483,0.00915,5.94,1.41683,15.82151,43.8,40.4,NA,"none",10.80868,6.81628,2.23963,1.67973,0,NA,7.39394,0.03152,NA,NA,NA,0.22369
"1795","240725",0.6996,0.71797,0.10975,0.00615,6.69,1.42306,27.44173,39.7,32.9,0.17048,"slight",17.93977,11.27461,4.50486,1.69244,0,NA,12.36111,0,NA,NA,NA,0.09592
"1796","240730",0.75,0.75158,0.11172,0.00914,5.67,1.31328,16.93392,37.4,45.7,NA,"none",10.98355,6.07905,1.93424,1.6328,0,NA,7.28555,0.03876,NA,NA,NA,0.14606
"1797","240734",0.98,0.9785,0.1427,0.01019,5.87,1.33924,21.50729,36.3,42.2,NA,"none",14.51882,9.20621,2.9643,1.7352,0,NA,9.32312,0.04515,NA,NA,NA,0.23128
"1798","240735",0.7364,0.73883,0.11288,0.00718,6.61,1.46555,25.7401,33.6,40.7,0.02571,"very slight",19.33657,13.58084,4.11469,1.16543,0,NA,11.26187,0.03987,NA,NA,NA,0.04203
